"","TranscriptID","GO.terms","Protein_name","KEGG_ID","moduleColor","MM.p","MM.cor"
"236","XM_022458599.1",""," serine protease inhibitor Cvsi-2-like","crg:105347386","blue",0.00482656045250663,0.806439248072316
"237","XM_022482685.1",""," uncharacterized","crg:105340550","blue",0.00484875606023967,0.806202282604444
"238","XM_022434388.1",""," uncharacterized","crg:105331058","blue",0.00489387673618107,0.805722941629626
"239","XM_022464259.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," 40S ribosomal protein S21-like","crg:105344033","blue",0.00490135446752963,0.805643806903274
"240","XM_022462462.1",""," uncharacterized","crg:105347062","blue",0.00495551165435051,0.805073234420439
"241","XM_022478691.1","GO:0030234"," cysteine proteinase inhibitor 8-like","crg:105331140","blue",0.00495973118276655,0.805028966921639
"242","XM_022442828.1","GO:0003674;GO:0005576;GO:0008150"," uncharacterized","crg:105317552","blue",0.00501407537905073,0.804461224932505
"243","XM_022488032.1",""," epididymal secretory protein E1-like","crg:105331807","blue",0.00508441822345002,0.803732828050451
"244","XM_022438453.1",""," uncharacterized","crg:105318840","blue",0.00516665738912827,0.802890307489362
"245","XM_022486103.1","GO:0043167"," uncharacterized","crg:105322486;crg:105323679","blue",0.00533484871937053,0.801196575594873
"246","XM_022473914.1","GO:0006629;GO:0009056;GO:0030234;GO:0034641"," uncharacterized","crg:105318146","blue",0.00541160289870636,0.800436277320663
"247","XM_022432928.1","GO:0002376;GO:0003674;GO:0006464;GO:0009058;GO:0034641;GO:0048856;GO:0051276"," zinc finger protein Gfi-1b-like","crg:105319144","blue",0.00544942364266495,0.800064463887284
"248","XM_022458653.1",""," uncharacterized","crg:105321065","blue",0.00552764376395783,0.799301283573873
"249","XM_022435537.1",""," coiled-coil domain-containing protein 83-like","crg:105318754","blue",0.00554169031047252,0.799165050292882
"250","XM_022451296.1",""," uncharacterized","crg:105332731","blue",0.0055530181670405,0.799055363903155
"251","XM_022450134.1","GO:0043167"," sarcoplasmic calcium-binding protein-like","crg:105334531","blue",0.00556393324152444,0.798949825164778
"252","XM_022488662.1","GO:0006464;GO:0006520;GO:0016301;GO:0043167"," STE20-like serine/threonine-protein kinase","crg:105324579","blue",0.00558615787944334,0.798735388494214
"253","XM_022432849.1",""," arginine and glutamate-rich protein 1-like","crg:105340778","blue",0.0055929174918997,0.798670288265449
"254","XM_022473966.1","GO:0005575;GO:0006464;GO:0009058;GO:0016757"," beta-1,3-galactosyltransferase 1-like","crg:105322879","blue",0.00572609288309883,0.797398987891337
"255","XM_022460744.1","GO:0008233;GO:0043167"," tolloid-like protein 1","crg:105344183;crg:105329483","blue",0.0057325626094274,0.797337766261925
"256","XM_022452946.1",""," uncharacterized","crg:105339978","blue",0.00583954423605359,0.796332482243456
"257","XM_022479419.1",""," cAMP-regulated D2 protein-like","crg:105324424","blue",0.00590738955817556,0.795701730444406
"258","XM_022451096.1","GO:0008233"," tryptase-2-like","crg:105331575","blue",0.00594587611126771,0.79534621382184
"259","XM_022433001.1",""," uncharacterized","crg:105333981","blue",0.00600137935889123,0.794836379529056
"260","XR_002636506.1",""," uncharacterized","crg:109620503","blue",0.00600490027771955,0.794804150912481
"261","XM_022434047.1",""," hepatic lectin-like","crg:105335360","blue",0.0060723817786122,0.794189043373064
"262","XM_022470559.1","GO:0005575;GO:0006629;GO:0009058;GO:0016853"," uncharacterized","crg:105322314","blue",0.00613241401069419,0.793645911789701
"263","XM_022439313.1","GO:0005575;GO:0043167"," uncharacterized","crg:105330203","blue",0.00622859101144359,0.792783595976541
"264","XM_022469994.1",""," uncharacterized","crg:105340865","blue",0.00627518279673977,0.792369259061103
"265","XM_022450208.1","GO:0003674"," uncharacterized","crg:105341161","blue",0.0063063445436279,0.792093359431482
"266","XM_022440677.1","GO:0030234"," metalloproteinase inhibitor 3-like","crg:105346380","blue",0.00634196319653748,0.791779183831191
"267","XM_022477978.1",""," lectin BRA-3-like","crg:105346369","blue",0.00645236344824047,0.790813294453724
"268","XM_022471799.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," 40S ribosomal protein S19-like","crg:105335239;crg:105348656","blue",0.00645986420533231,0.790748097911655
"269","XM_022451874.1",""," glycine-rich cell wall structural protein 1.0-like","crg:105338112","blue",0.00646273805270139,0.790723132699556
"270","XM_022432440.1",""," uncharacterized","crg:105348244","blue",0.00647274565864195,0.79063625779915
"271","XM_022448200.1","GO:0008233"," transmembrane protease serine 3-like","crg:105341949","blue",0.00655452729516121,0.789929873064243
"272","XM_022482635.1","GO:0005739;GO:0022857"," kidney mitochondrial carrier protein 1-like","crg:105333794","blue",0.00667281237474635,0.788919185892318
"273","XM_022462745.1",""," uncharacterized","crg:105337141","blue",0.00667611986228682,0.788891108596253
"274","XM_022490321.1","GO:0003674"," uncharacterized","crg:105328183","blue",0.00668556165613503,0.788811011425242
"275","XM_022438523.1",""," serine protease inhibitor Cvsi-2-like","crg:105327527","blue",0.00669329298836628,0.788745484343072
"276","XM_022463562.1",""," uncharacterized","crg:105342108","blue",0.00678926579858401,0.787936504214749
"277","XM_022462482.1",""," putative ATP synthase subunit f, mitochondrial","crg:105322557","blue",0.00682311445032569,0.78765312226623
"278","XR_002636360.1","GO:0003674"," interferon alpha-inducible protein 27-like protein 2B","crg:105338372;crg:105328615","blue",0.00693329528150301,0.78673754048174
"279","XM_022474314.1",""," uncharacterized transmembrane protein DDB_G0289901-like","crg:105318136","blue",0.00695771159624789,0.786536045340854
"280","XM_022469162.1",""," protein dcd1A-like","crg:105331651","blue",0.0070028316036613,0.786165009926057
"281","XM_022467991.1","GO:0005739;GO:0006091;GO:0032991"," uncharacterized","crg:105347102","blue",0.0070158454699049,0.786058308282761
"282","XM_022481998.1","GO:0003674"," putative uncharacterized oxidoreductase YDR541C","crg:105342931","blue",0.00704328546343863,0.785833785145848
"283","XM_022437950.1",""," uncharacterized","crg:105347092","blue",0.00708274846585772,0.785511971245071
"284","XR_002635050.1","GO:0003674"," adiponectin-like","crg:105347569","blue",0.00711922934436407,0.785215605542776
"285","XM_022459765.1","GO:0003674;GO:0008150"," disabled homolog 1-like","crg:105336965","blue",0.00712896958881735,0.785136659388868
"286","XM_022476011.1","GO:0003674;GO:0005623;GO:0005929"," nephrocystin-1-like","crg:105326917","blue",0.00715884561265563,0.784894985937954
"287","XM_022442153.1","GO:0005575;GO:0022857"," proton myo-inositol cotransporter-like","crg:105339452","blue",0.00733314663850525,0.783499105198386
"288","XM_022442719.1","GO:0005576;GO:0030234"," elastin-like","crg:105348973","blue",0.00736059860898246,0.78328140829148
"289","XM_022437544.1","GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641"," PAX3- and PAX7-binding protein 1-like","crg:105332317","blue",0.00743634472832438,0.782683703722034
"290","XM_022432807.1","GO:0016491"," amine oxidase [flavin-containing] B-like","crg:105345865","blue",0.0076545077960321,0.780985966942084
"291","XM_022489817.1","GO:0006810;GO:0042592;GO:0043167"," soma ferritin-like","crg:105327516","blue",0.00775800067225113,0.780192558898881
"292","XM_022462245.1",""," glycine-rich cell wall structural protein-like","crg:105346180","blue",0.0077703924030312,0.780098063571414
"293","XM_022444154.1","GO:0043167"," metallothionein","crg:109617889","blue",0.00786918273926954,0.7793485105113
"294","XM_022463532.1","GO:0003674;GO:0006629;GO:0009056"," pancreatic triacylglycerol lipase-like","crg:105344176","blue",0.00796974730449103,0.778592307037686
"295","XM_022437068.1",""," arginine/serine-rich protein PNISR-like","crg:105345297","blue",0.00798697123754714,0.778463468714785
"296","XM_022463760.1",""," chromosome partition protein Smc-like","crg:105340319","blue",0.00806522230109712,0.777880599003725
"297","XM_022457679.1",""," glycine-rich cell wall structural protein-like","crg:105325328","blue",0.00816403573250028,0.777150255236586
"298","XM_022446309.1",""," U3-aranetoxin-Ce1a-like","crg:105329352;crg:105330072","blue",0.00816556552491668,0.77713899761121
"299","XM_022442725.1","GO:0005576;GO:0030234"," elastin-like","crg:105348972","blue",0.00822902739689322,0.776673295474529
"300","XM_022489698.1",""," coiled-coil domain-containing protein 189-like","crg:105335946","blue",0.0083060406053144,0.776111548903032
"301","XM_022482073.1",""," uncharacterized","crg:105338188","blue",0.00854375894993929,0.774400495914411
"302","XM_022430638.1",""," uncharacterized protein C10orf107 homolog","crg:105330594","blue",0.00872448199808894,0.773122065856441
"303","XM_022435309.1",""," rho GTPase-activating protein gacII-like","crg:105338224","blue",0.00880170330196283,0.772581506468851
"304","XM_022453596.1","GO:0030234"," kappaPI-actitoxin-Avd3e-like","crg:105332176","blue",0.00880882778881381,0.772531803143436
"305","XM_022482687.1",""," uncharacterized","crg:105340550","blue",0.00881029085868406,0.772521599685688
"306","XM_022472283.1","GO:0003674"," complement C1q-like protein 4","crg:105335234","blue",0.0088407392920928,0.772309523219116
"307","XM_022449986.1","GO:0030234"," mucin-5AC-like","crg:105342497","blue",0.00884433298289448,0.772284526845591
"308","XM_022449349.1","GO:0005576;GO:0007155;GO:0043167"," uncharacterized","crg:105342977","blue",0.00886636457779536,0.772131439856745
"309","XM_022433294.1","GO:0043167"," uncharacterized","crg:105332769","blue",0.00887859366905617,0.772046581675546
"310","XM_022489618.1",""," collectin-12-like","crg:105319556","blue",0.00904523584415003,0.770898384684867
"311","XM_022465341.1","GO:0003674;GO:0005576;GO:0008150"," uncharacterized","crg:105346858","blue",0.00929583517761312,0.769199491581035
"312","XM_022489430.1",""," uncharacterized","crg:105339348","blue",0.00931382875812992,0.769078756762503
"313","XM_022451414.1","GO:0043167"," uncharacterized","crg:105338016","blue",0.00940243686542701,0.768486594928444
"314","XM_022445760.1",""," transforming growth factor-beta-induced protein ig-h3-like","crg:105338554","blue",0.00942167917054708,0.768358520591067
"315","XM_022448615.1","GO:0008233"," cathepsin B-like","crg:105328916","blue",0.009440996190784,0.768230134376898
"316","XM_022484831.1",""," latent-transforming growth factor beta-binding protein 1-like","crg:105326585","blue",0.00972305724871459,0.766376234481941
"317","XM_022454281.1",""," uncharacterized","crg:105348019","blue",0.00978063207706495,0.766002485675851
"318","XM_022447947.1","GO:0003674"," serine protease inhibitor dipetalogastin-like","crg:105323808","blue",0.00984637506432035,0.765577604093285
"319","XM_022471241.1",""," protein crumbs-like","crg:105323129","blue",0.00986277880387654,0.765471902300742
"320","XM_022446255.1","GO:0006520;GO:0006790;GO:0008168;GO:0009058;GO:0043167"," betaine--homocysteine S-methyltransferase 1-like","crg:105329125","blue",0.00989589472364119,0.765258888037215
"321","XM_022453681.1",""," von Willebrand factor C domain-containing protein 2-like","crg:105346236","blue",0.0100744129868726,0.764119158234397
"322","XM_022469916.1","GO:0043167"," calmodulin-like protein 5","crg:105340955","blue",0.0101011994114087,0.763949373446459
"323","XM_022433219.1","GO:0043167"," centrin-2-like","crg:105331085","blue",0.0102214082234505,0.763191313863696
"324","XM_022462955.1",""," uncharacterized","crg:105326687","blue",0.010294321302393,0.762734563588332
"325","XM_022451496.1",""," valine-rich protein-like","crg:105323913","blue",0.0103089745947892,0.762643045798127
"326","XM_022442456.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," 40S ribosomal protein S23","crg:105348430","blue",0.0103119128991671,0.762624705509489
"327","XM_022489601.1","GO:0043167"," uncharacterized","crg:105335615","blue",0.0104263068469636,0.761913523312965
"328","XM_022469656.1","GO:0005575;GO:0007165;GO:0048856"," protein sprouty homolog 2-like","crg:105325242","blue",0.0104937479554059,0.761496814311233
"329","XM_022458897.1","GO:0016491;GO:0043167"," L-threonine 3-dehydrogenase-like","crg:105323351","blue",0.0105412227767683,0.761204602870858
"330","XM_022472636.1","GO:0016791"," alkaline phosphatase-like","crg:105341299","blue",0.0109930552127569,0.758468806658579
"331","XM_022449714.1",""," hepatoma-derived growth factor-related protein 2-like","crg:105342917","blue",0.0110453541386562,0.758157279177169
"332","XM_022441055.1","GO:0003674;GO:0005576;GO:0008150"," uncharacterized","crg:105317552","blue",0.0111427904883533,0.757579636403831
"333","XM_022476269.1",""," uncharacterized","crg:105337367","blue",0.0112582026078975,0.756899998848517
"334","XM_022438778.1","GO:0005622;GO:0030234"," cystatin-A-like","crg:105341416","blue",0.0112670150959827,0.756848305446042
"335","XM_022473720.1","GO:0043167"," uncharacterized","crg:105328000","blue",0.011305742895817,0.756621467068183
"336","XM_022470874.1","GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," uncharacterized","crg:105323139;crg:105330711","blue",0.011471870208449,0.755654562300427
"337","XM_022462207.1",""," glycine-rich cell wall structural protein 1-like","crg:105346184","blue",0.0115176881881637,0.755389620772995
"338","XM_022474672.1","GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," uncharacterized","crg:105323139;crg:105330711","blue",0.011781526141347,0.7538782063233
"339","XM_022449029.1",""," glycine-rich cell wall structural protein 1.0-like","crg:105338112","blue",0.0117853136088878,0.753856683295034
"340","XM_022473792.1",""," BLOC-1-related complex subunit 8-like","crg:105332052","blue",0.0119412603213114,0.752974667662551
"341","XM_022435531.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," 60S ribosomal protein L44-like","crg:105348141","blue",0.0120309011750146,0.752471321684101
"342","XM_022473193.1",""," lactadherin-like","crg:105339781","blue",0.012167997701189,0.751706567883806
"343","XM_022468413.1","GO:0005739;GO:0007005;GO:0009056"," mitochondria-eating protein-like","crg:105320964","blue",0.0122673450405565,0.751156153856806
"344","XM_022477667.1","GO:0005739;GO:0006091;GO:0016491;GO:0022857;GO:0032991"," cytochrome c oxidase subunit 5A, mitochondrial-like","crg:105340053","blue",0.0123212140566306,0.750859008848658
"345","XM_022472782.1","GO:0005737;GO:0005975;GO:0009056;GO:0016491;GO:0043167;GO:0044281"," inositol oxygenase-like","crg:105332136","blue",0.0123379367883769,0.75076695040495
"346","XM_022454635.1",""," keratin, type I cytoskeletal 9-like","crg:105338112","blue",0.012415633385934,0.750340374745688
"347","XM_022489857.1","GO:0008233"," cathepsin L-like","crg:105344064","blue",0.0126061090892555,0.7493024667276
"348","XM_022454290.1","GO:0030234"," antistasin-like","crg:109619773","blue",0.0126879754216864,0.74885974876607
"349","XM_022446477.1","GO:0007009;GO:0022607"," caveolin-1-like","crg:105339682","blue",0.0127124439402942,0.748727816007699
"350","XM_022480261.1","GO:0005737;GO:0005856;GO:0008150;GO:0032991"," troponin T-like","crg:105348570","blue",0.0128120509992505,0.748192568879777
"351","XM_022445960.1","GO:0043167"," GTPase IMAP family member 4-like","crg:105331782;crg:105332988","blue",0.0128252068188256,0.748122093024578
"352","XM_022430676.1",""," uncharacterized","crg:105345894","blue",0.0129009053686961,0.747717555575876
