"","geneSymbol","TranscriptID","GO.terms","Protein_name","KEGG_ID","moduleColor","MM.p","MM.cor"
"163","LOC111133133","XM_022481231.1","GO:0003674"," peptidyl-tRNA hydrolase 2, mitochondrial-like","crg:105332046","black",0.00254922584783196,0.61047774514885
"164","LOC111122014","XM_022463531.1",""," uncharacterized","crg:105322191","black",0.00255067642432518,0.610450390891856
"165","LOC111133889","XM_022482600.1","GO:0003677"," programmed cell death protein 5-like","crg:105325744","black",0.00257804590332237,0.609936710713576
"166","LOC111118776","XM_022458389.1","GO:0043167"," zinc finger SWIM domain-containing protein 6-like","crg:105330309","black",0.0026916819555338,0.607851866865087
"167","LOC111131471","XM_022479011.1","GO:0007009;GO:0022607"," caveolin-1-like","crg:105334327","black",0.00283055600422645,0.605402291207213
"168","LOC111130939","XM_022478229.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," 28S ribosomal protein S16, mitochondrial-like","crg:105323603","black",0.00295375055242337,0.603312481028698
"169","LOC111131216","XM_022478636.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," ubiquitin-40S ribosomal protein S27a","crg:105348876","black",0.00296145521833292,0.603184233420541
"170","LOC111120619","XM_022461471.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," probable 60S ribosomal protein L37-A","crg:105328963","black",0.00297180623644135,0.60301237677298
"171","LOC111102811","XM_022435687.1",""," 60S ribosomal protein L24-like","crg:105342603","black",0.00300555401047991,0.602455538257742
"172","LOC111105000","XM_022439180.1",""," costars family protein ABRACL-like","crg:105325896","black",0.00300701942839963,0.6024314780893
"173","LOC111127192","XM_022472265.1",""," uncharacterized","crg:105322191","black",0.00301531041585116,0.602295536599015
"174","LOC111121897","XM_022463376.1",""," uncharacterized","crg:105325420","black",0.00302381109513947,0.602156482600688
"175","LOC111132160","XM_022479911.1","GO:0003674;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," heat shock factor-binding protein 1-like","crg:105345817","black",0.00306782309976283,0.601441742814655
"176","LOC111109639","XM_022445844.1","GO:0005634;GO:0006397;GO:0022618;GO:0032991"," small nuclear ribonucleoprotein F","crg:105322958","black",0.00307125124122097,0.601386433307964
"177","LOC111104407","XM_022438331.1","GO:0006810;GO:0042592;GO:0043167"," soma ferritin-like","crg:105336322","black",0.00311499522362946,0.600685183113601
"178","LOC111122041","XM_022463568.1","GO:0008233"," elastase-1-like","crg:105341949","blue",8.96792576528254e-13,0.962295584330973
"179","LOC111132854","XM_022480743.1","GO:0003674"," tomoregulin-2-like","crg:105318060","blue",3.8150492506404e-12,0.95631276008858
"180","LOC111113028","XM_022450958.1","GO:0008233"," cathepsin L1-like","crg:105345949","blue",5.07834719275698e-12,0.955020902208392
"181","LOC111126612","XM_022471369.1",""," uncharacterized","crg:105340808","blue",5.78989921746763e-12,0.954415706831051
"182","LOC111134011","XM_022482777.1",""," snaclec B6-like","crg:105324765","blue",1.0255599116284e-11,0.951678501287868
"183","LOC111132166","XM_022479920.1",""," integumentary mucin C.1-like","crg:105331815","blue",1.97474691113541e-11,0.948334286677012
"184","LOC111134516","XM_022483619.1",""," uncharacterized","crg:105319519","blue",2.07912862308839e-11,0.948061552655689
"185","LOC111131183","XM_022478595.1",""," uncharacterized","crg:105322086","blue",2.63961182310931e-11,0.946778391724007
"186","LOC111131292","XM_022478782.1",""," uncharacterized","crg:105334201","blue",5.11563223295717e-11,0.943048871133409
"187","LOC111114602","XM_022452982.1",""," uncharacterized","crg:105317444","blue",6.85435424386291e-11,0.941315315452118
"188","LOC111120277","XM_022461001.1","GO:0008233"," plasminogen-like","crg:105338176","blue",8.37265314625612e-11,0.94009871514186
"189","LOC111125083","XM_022468543.1","GO:0006629;GO:0009056;GO:0030234;GO:0034641"," ganglioside GM2 activator-like","crg:105320698","blue",9.95947621555079e-11,0.939022487743957
"190","LOC111128165","XM_022473643.1","GO:0008233;GO:0043167"," blastula protease 10-like","crg:105332904","blue",2.1479070754525e-10,0.934012409077058
"191","LOC111131653","XM_022479278.1","GO:0008289"," fatty acid-binding protein-like","crg:105319548","blue",2.98063898844281e-10,0.931749563504097
"192","LOC111134779","XM_022484139.1","GO:0003674"," A disintegrin and metalloproteinase with thrombospondin motifs adt-1-like","crg:105340988","blue",5.66968513311743e-10,0.9270732670429
"193","LOC111113026","XM_022450957.1","GO:0008233"," cathepsin L1-like","crg:105345948","blue",7.64711573217997e-10,0.924785741623861
"194","LOC111129848","XM_022476331.1","GO:0008233;GO:0030234"," uncharacterized","crg:105333177","blue",8.91654355051949e-10,0.923582847442469
"195","LOC111113029","XM_022450959.1","GO:0008233"," cathepsin L1-like","crg:105339566","blue",1.13911241734169e-09,0.921623151351279
"196","LOC111121060","XM_022462162.1","GO:0003674"," agrin-like","crg:105342863","blue",1.31011424437918e-09,0.920480797506119
"197","LOC111133323","XM_022481588.1","GO:0006810;GO:0042592;GO:0043167"," yolk ferritin-like","crg:105336310","blue",1.52053019638766e-09,0.91924530138288
"198","LOC111110492","XM_022447007.1",""," uncharacterized","crg:105346800","blue",1.55911090250775e-09,0.919035509439567
"199","LOC111136582","XM_022487527.1",""," uncharacterized","crg:105324866","blue",2.84703033096244e-09,0.913819973541349
"200","LOC111122571","XM_022464361.1",""," uncharacterized","crg:105319704","blue",3.38755139170469e-09,0.912250326941215
"201","LOC111128399","XM_022473993.1","GO:0008289"," fatty acid-binding protein-like","crg:105319548","blue",5.80351604367714e-09,0.907197578447802
"202","LOC111111564","XM_022448615.1","GO:0008233"," cathepsin B-like","crg:105341596","blue",7.95215256211531e-09,0.904101562532079
"203","LOC111131064","XM_022478398.1",""," uncharacterized","crg:105341890","blue",8.53552218993202e-09,0.903390983341446
"204","LOC111125146","XM_022468648.1",""," uncharacterized","crg:105327302","blue",8.66679300287769e-09,0.90323707174392
"205","LOC111105578","XM_022439939.1",""," serine protease inhibitor Cvsi-2-like","crg:105319431","blue",8.72103884274586e-09,0.903174075760955
"206","LOC111121578","XM_022462906.1",""," autocrine proliferation repressor protein A-like","crg:105329471","blue",1.05746383748268e-08,0.901207062542203
"207","LOC111108567","XM_022444557.1",""," uncharacterized","crg:105346470","blue",1.16594255650596e-08,0.900194415391039
"208","LOC111100360","XM_022432129.1",""," uncharacterized","crg:105340772","blue",2.22394212225623e-08,0.893218677649177
"209","LOC111116698","XM_022455688.1","GO:0016491"," uncharacterized","crg:105341287","blue",2.58106933328263e-08,0.891538496931435
"210","LOC111136553","XM_022487489.1",""," integumentary mucin C.1-like","crg:105324865","blue",2.66952368329886e-08,0.891154486806057
"211","LOC111136623","XM_022487603.1","GO:0005576;GO:0007155;GO:0043167"," mammalian ependymin-related protein 1-like","crg:105341555","blue",2.86267191788396e-08,0.890353839323319
"212","LOC111121379","XM_022462646.1","GO:0005575;GO:0008233;GO:0043167"," MAM and LDL-receptor class A domain-containing protein 1-like","crg:109617629","blue",3.11449914525015e-08,0.889379228823397
"213","LOC111119934","XM_022460515.1",""," uncharacterized","crg:105347061","blue",3.13695493803112e-08,0.88929576298128
"214","LOC111126372","XM_022470942.1",""," uncharacterized","crg:105332369","blue",4.58232775770504e-08,0.884797701198705
"215","LOC111127604","XM_022472855.1",""," transforming growth factor-beta-induced protein ig-h3-like","crg:105329033","blue",4.91221863596236e-08,0.883951833927006
"216","LOC111120554","XM_022461355.1","GO:0006790;GO:0006950;GO:0016491;GO:0034641;GO:0051186"," glutathione peroxidase-like","crg:105345880","blue",5.41940433471724e-08,0.882745057102903
"217","LOC111137258","XM_022488649.1","GO:0008233;GO:0043167"," carboxypeptidase B-like","crg:105326009","blue",5.5896340976349e-08,0.88236248202209
"218","LOC111121703","XM_022463070.1","GO:0005575;GO:0008233;GO:0043167"," meprin A subunit beta-like","crg:105319685","blue",6.69019652013123e-08,0.880112992532809
"219","LOC111131257","XM_022478691.1","GO:0030234"," cysteine proteinase inhibitor 8-like","crg:105333177","blue",6.97263840725863e-08,0.879589045433525
"220","LOC111126994","XM_022471959.1","GO:0008233"," fibrinolytic enzyme, isozyme C-like","crg:105331210","blue",7.6389872985521e-08,0.87842396345985
"221","LOC111110935","XM_022447602.1",""," serine protease inhibitor Cvsi-2-like","crg:105347384","blue",7.66524110611455e-08,0.878379935634404
"222","LOC111099732","XM_022431156.1",""," uncharacterized","crg:105335329","blue",7.7596670467712e-08,0.878222682140843
"223","LOC111119939","XM_022460520.1",""," uncharacterized","crg:105347067","blue",9.17925167455595e-08,0.876042949791308
"224","LOC111134941","XM_022484535.1","GO:0003674;GO:0006629;GO:0009056"," inactive pancreatic lipase-related protein 1-like","crg:105331912","blue",9.28159783226097e-08,0.875897646164363
"225","LOC111126747","XM_022471586.1","GO:0043167"," insoluble matrix shell protein 5-like","crg:105345652","blue",9.71042913846765e-08,0.875303888085615
"226","LOC111134058","XM_022482847.1","GO:0003674"," uncharacterized","crg:105329078","blue",1.10673867353088e-07,0.873567320861424
"227","LOC111101099","XM_022433398.1",""," uncharacterized","crg:105337322","blue",1.12367196356098e-07,0.873364074089706
"228","LOC111138387","XM_022490321.1","GO:0003674"," uncharacterized","crg:105339106","blue",1.19402250108207e-07,0.872547764243675
"229","LOC111137264","XM_022488655.1","GO:0003674;GO:0005576;GO:0008150"," chondroitin proteoglycan-2-like","crg:105317662","blue",1.30750908945157e-07,0.871316800456588
"230","LOC111128677","XM_022474434.1","GO:0005575"," uncharacterized","crg:105336309","blue",1.39932576096105e-07,0.870388455538585
"231","LOC111119397","XM_022459524.1","GO:0005575;GO:0043167"," polycystin-2-like","crg:105323311","blue",1.49251048892315e-07,0.869499991533206
"232","LOC111126517","XM_022471215.1","GO:0003674"," ovomucoid-like","crg:105329872","blue",1.59332869660004e-07,0.868592555339861
"233","LOC111115242","XM_022453908.1",""," uncharacterized","crg:105334201","blue",1.59435272343119e-07,0.868583602771234
"234","LOC111126150","XM_022470580.1",""," periostin-like","crg:105329036","blue",1.59499907101273e-07,0.868577954694433
"235","LOC111138040","XM_022489817.1","GO:0006810;GO:0042592;GO:0043167"," soma ferritin-like","crg:105332180","blue",1.64904447741147e-07,0.868112716079453
"236","LOC111124736","XM_022467887.1",""," transforming growth factor-beta-induced protein ig-h3-like","crg:105329033","blue",1.89568705047794e-07,0.86614759431832
"237","LOC111137401","XM_022488849.1","GO:0006810;GO:0007568;GO:0008289"," apolipoprotein D-like","crg:105320009","blue",1.98175186940697e-07,0.865515092889667
"238","LOC111123064","XM_022465154.1",""," transforming growth factor-beta-induced protein ig-h3-like","crg:105342522","blue",2.13080436529488e-07,0.864475169603494
"239","LOC111129533","XM_022475987.1","GO:0008233"," uncharacterized","crg:105324475","blue",2.25370680644691e-07,0.863665142939453
"240","LOC111137400","XM_022488848.1","GO:0003674"," apolipoprotein D-like","crg:105320009","blue",2.50797297455815e-07,0.862106655786783
"241","LOC111127331","XM_022472461.1",""," temptin-like","crg:105337669","blue",2.89023145635947e-07,0.860008999918694
"242","LOC111133463","XM_022481897.1",""," perlucin-like","crg:105326003","blue",3.66819254109671e-07,0.856407223537491
"243","LOC111131386","XM_022478871.1",""," mesenchyme-specific cell surface glycoprotein-like","crg:105322440","blue",4.24060972659993e-07,0.854167637338886
"244","LOC111109712","XM_022445934.1","GO:0003674;GO:0005576;GO:0008150"," uncharacterized","crg:105329937","blue",6.60812759626633e-07,0.847080639062911
"245","LOC111126880","XM_022471791.1",""," apolipoprotein D-like","crg:105329032","blue",7.45421494615172e-07,0.845092480521385
"246","LOC111106396","XM_022441055.1","GO:0003674;GO:0005576;GO:0008150"," uncharacterized","crg:105317748","blue",7.76580704181035e-07,0.84441038049509
"247","LOC111109811","XM_022446050.1",""," uncharacterized","crg:105326465","blue",8.07017803543286e-07,0.8437670672957
"248","LOC111134354","XM_022483302.1","GO:0003674"," uncharacterized","crg:105329105","blue",8.24218734697787e-07,0.843412940957592
"249","LOC111121160","XM_022462309.1",""," uncharacterized","crg:105342657","blue",8.70437803052413e-07,0.842492792494335
"250","LOC111102955","XM_022435910.1","GO:0005575"," uncharacterized","crg:105330578","blue",1.04738927971459e-06,0.839328059101907
"251","LOC111127332","XM_022472462.1",""," temptin-like","crg:105342018","blue",1.11783380198076e-06,0.838198626843743
"252","LOC111100849","XM_022433002.1","GO:0005975;GO:0016798"," lysozyme 3","crg:105332009","blue",1.21312685614273e-06,0.836766943449979
"253","LOC111127373","XM_022472527.1",""," uncharacterized","crg:105323339","blue",1.26066213600742e-06,0.836089568512246
"254","LOC111132129","XM_022479856.1","GO:0003674;GO:0005576;GO:0008150"," chondroitin proteoglycan 2-like","crg:105348165","blue",1.34020314068959e-06,0.835004999725622
"255","LOC111103250","XM_022436380.1","GO:0006091;GO:0006790;GO:0016491;GO:0034641;GO:0043167;GO:0044281;GO:0051186"," isocitrate dehydrogenase [NADP], mitochondrial-like","crg:105330227","blue",1.4726085420229e-06,0.833319687113123
"256","LOC111108454","XM_022444355.1",""," transforming growth factor-beta-induced protein ig-h3-like","crg:105345996","blue",1.49456407361656e-06,0.833053264226154
"257","LOC111122570","XM_022464360.1",""," uncharacterized","crg:105319543","blue",1.54819834012008e-06,0.832416680929052
"258","LOC111122709","XM_022464589.1",""," serine protease inhibitor Cvsi-2-like","crg:105321245","blue",1.63537611002349e-06,0.83142235786455
"259","LOC111132882","XM_022480804.1",""," uncharacterized","crg:105337438","blue",1.72015665139075e-06,0.830499279530803
"260","LOC111099048","XM_022430391.1","GO:0003674"," apolipoprotein D-like","crg:105320009","blue",1.72857457657439e-06,0.830409831568574
"261","LOC111106232","XM_022440819.1","GO:0003674;GO:0005576;GO:0008150"," uncharacterized","crg:105348787","blue",1.73579891045296e-06,0.830333372588896
"262","LOC111138235","XM_022490105.1","GO:0003723"," polyadenylate-binding protein 4-like","crg:105326555","blue",1.74154677352111e-06,0.830272740236308
"263","LOC111127848","XM_022473122.1","GO:0003677;GO:0003700;GO:0005634;GO:0007165;GO:0008289;GO:0009058;GO:0032991;GO:0034641;GO:0043167"," steroid hormone receptor ERR2-like","crg:105345246","blue",1.77519596938508e-06,0.82992128866299
"264","LOC111128845","XM_022474740.1",""," hornerin-like","crg:105318131","blue",1.79850580002031e-06,0.829681258220047
"265","LOC111111363","XM_022448304.1","GO:0003674;GO:0006629;GO:0009056"," phospholipase B1, membrane-associated-like","crg:105326807","blue",1.92575008920453e-06,0.828417432759722
"266","LOC111101217","XM_022433621.1",""," uncharacterized","crg:105327608","blue",1.92856808519418e-06,0.828390287442621
"267","LOC111107415","XM_022442611.1",""," uncharacterized","crg:105342550","blue",2.09066393810172e-06,0.826884825963331
"268","LOC111108658","XM_022444684.1",""," uncharacterized","crg:105336165","blue",2.10566151208766e-06,0.826750794861201
"269","LOC111101877","XM_022434526.1",""," uncharacterized","crg:105348281","blue",2.12825050065927e-06,0.826550501152446
"270","LOC111126283","XM_022470801.1",""," transforming growth factor-beta-induced protein ig-h3-like","crg:105342651","blue",2.41388500368886e-06,0.82416742348722
"271","LOC111134528","XM_022483647.1","GO:0005575;GO:0008233;GO:0043167"," meprin A subunit beta-like","crg:105346200","blue",2.56996932723991e-06,0.822968508291132
"272","LOC111128921","XM_022474881.1","GO:0006810"," epididymal secretory protein E1-like","crg:105340686","blue",2.62005729410384e-06,0.822597369892296
"273","LOC111120729","XM_022461660.1",""," tektin-3-like","crg:105344800","blue",2.71385396527227e-06,0.821918874559094
"274","LOC111133666","XM_022482235.1",""," uncharacterized","crg:105326232","blue",2.71626588487819e-06,0.821901701731525
"275","LOC111129681","XM_022476144.1","GO:0006810"," epididymal secretory protein E1-like","crg:105340689","blue",2.8128850351521e-06,0.821224589485026
"276","LOC111117753","XM_022456984.1","GO:0008233;GO:0043167"," carboxypeptidase B-like","crg:105345633","blue",2.87846608279564e-06,0.820776579188233
"277","LOC111107171","XM_022442213.1","GO:0008233"," dipeptidyl peptidase 1-like","crg:105335927","blue",2.92244825388598e-06,0.820481132420788
"278","LOC111134018","XM_022482782.1","GO:0005975;GO:0016798"," endoglucanase 14-like","crg:105342295","blue",2.94329073345027e-06,0.820342490868649
